country,city,address_1,reason_for_recall,address_2,product_quantity,code_info,center_classification_date,distribution_pattern,state,product_description,report_date,classification,recalling_firm,recall_number,initial_firm_notification,event_id,termination_date,more_code_info,recall_initiation_date,postal_code,voluntary_mandated,status,openfda.pharm_class_cs,openfda.pharm_class_moa,openfda.pharm_class_pe,openfda.original_packager_product_ndc,application_number,brand_name,generic_name,manufacturer_name,product_ndc,route,substance_name,rxcui,spl_id,spl_set_id,package_ndc,is_original_packager,upc,nui,pharm_class_epc,unii
United States,Lake Forest,275 N Field Dr,"The affected lots of Carboplatin Injection, Cytarabine  Injection, Methotrexate Injection, USP, and Paclitaxel Injection are being recalled due to visible particles embedded in the glass located at the neck of the vial. There may be the potential for product to come into contact with the embedded particles and the particles may become dislodged into the solution.",,"131,264 vials","lot numbers Y096865AA, exp AUG 2013; Y106865AA, exp AUG 2013; Y116865AA, exp AUG 2013; Y126865AA, exp SEP 2013; Y136865AA, exp SEP 2013; Y146865AA, exp SEP 2013; Y156865AA, exp OCT 2013; Y166865AA, exp NOV 2013; Y176865AA, exp NOV 2013; and Y186865AA, exp DEC 2013",20120919,"Nationwide, including Puerto Rico and Guam.    Product was also distributed internationally to Australia, Belgium, Canada, France, Germany, Korea, Malaysia, New Zealand, Norway, Pakistan, Philippines, Portugal, Singapore, Sweden, Thailand and  Vietnam",IL,"Paclitaxel Injection, 6 mg/mL, 50 mL Single Dose Vial, Rx only, antineoplastic/cytotoxic agent; Manufactured for Hospira, Inc., Lake Forest, IL 60045, Product of Australia; N DC 61703-342-50",20120926,Class II,Hospira Inc.,D-1682-2012,Letter,62459,20161215,,20120627,60045-2579,Voluntary: Firm initiated,Terminated,,,['Microtubule Inhibition [PE]'],,'ANDA076131','PACLITAXEL','PACLITAXEL',"'Hospira, Inc.'",'61703-342','INTRAVENOUS','PACLITAXEL','312199','7df7341d-96a8-49cb-8443-dcdcead85790','ea28753a-8631-460a-bfdc-b101eb8ac84a',"'61703-342-09', '61703-342-22', '61703-342-50'",True,nan,"'N0000175085', 'N0000175592'",'Microtubule Inhibitor EPC','P88XT4IS4D'
United States,Parsippany,400 Interpace Pkwy,Lack of Assurance of Sterility: manufacturing areas for the recalled products exceeded acceptance levels for microbial recovery leading to a lack of sterility assurance for these sterile injectable products.,,"12,609 vials","Lot # 31326456B, exp. date 02/28/2021",20210221,Product was distributed nationwide in the USA and Puerto Rico.,NJ,"Epoprostenol Sodium for Injection, 1.5 mg/vial (1,500,000 ng), 10 mL vial, Rx only, Teva Pharmaceuticals USA, Inc., North Wales, PA  19454, NDC 0703-1995-01.",20210303,Class II,Teva Pharmaceuticals USA,D-0280-2021,Letter,87298,,,20210210,07054-1120,Voluntary: Firm initiated,Ongoing,,,,,'ANDA078396','EPOPROSTENOL SODIUM','EPOPROSTENOL SODIUM',"'Teva Parenteral Medicines, Inc.'","'0703-1985', '0703-1995', '0703-9258'",'INTRAVENOUS','EPOPROSTENOL SODIUM',"'562501', '562502'",'1916c211-a026-4b81-9909-35962a9ae003','56733651-d331-4e69-a6a3-303756ccc53c',"'0703-1985-01', '0703-1995-01', '0703-9258-01', '0703-9258-09'",True,"'0307031985017', '0307031995016'",nan,nan,"'4K04IQ1OF4', '059QF0KO0R'"
United States,Orlando,4190 Millenia Blvd,Crystallization: Presence of particulate matter identified as API crystallization,,16485 vials,"Lot#: 18048, 18049 Exp. 04/2020; 18050 Exp 05/2020; 19036 Exp 12/2020",20191017,U.S.A. Nationwide,FL,"Leucovorin Calcium Injection, USP 500 mg*/50 mL (10 mg/mL) 50 mL Single-Dose Vial NDC 50742-464-50 Rx Only Ingenus Pharmaceuticals, LLC. Orlando, FL 32839",20191023,Class II,Ingenus Pharmaceuticals Llc,D-0146-2020,Letter,84011,20201201,,20191009,32839-6408,Voluntary: Firm initiated,Terminated,,,,,'ANDA210917','LEUCOVORIN CALCIUM','LEUCOVORIN CALCIUM',"'Ingenus Pharmaceuticals, LLC'",'50742-464',"'INTRAMUSCULAR', 'INTRAVENOUS'",'LEUCOVORIN CALCIUM','2104714','d9406087-7998-4b5d-a887-5915015c756c','8c354d53-1ab3-4c6a-bd84-b9642edc3477','50742-464-50',True,'0350742464500',nan,nan,'RPR1R4C0P4'
United States,Bridgewater,400 Somerset Corporate Blvd,Labeling: Incorrect or Missing Package Insert: Product is packaged with the incorrect version of the package insert.,,"205,853 bottles",VASOTEC 2.5MG TAB 30CT  12K015P  exp.  9/30/2014      VASOTEC 2.5MG TAB 30CT  13G048P   exp.  07/31/2015    VASOTEC 2.5MG TAB 30CT  14A065P   exp. 07/31/2015    VASOTEC 2.5MG TAB 90CT  13G020P   exp. 07/31/2015      VASOTEC 2.5MG TAB 90CT   12K020P  exp.  9/30/2014      VASOTEC 2.5MG TAB 90CT  13B016P   exp. 9/30/2014      VASOTEC 5MG TAB 30CT   13B022P   exp. 2/28/2015    VASOTEC 5MG TAB 30CT 13B023P   exp. 2/28/2015    VASOTEC 5MG TAB 30CT  13C015P   exp. 02/28/2015    VASOTEC 5MG TAB 30CT  13E002P   exp. 02/28/2015    VASOTEC 5MG TAB 30CT 14A002P   exp.    11/30/2015    VASOTEC 5MG TAB 30CT  13L066P   exp. 11/30/2015    VASOTEC 5MG TAB 90CT   13B018P   exp. 2/28/2015      VASOTEC 5MG TAB 90CT  13G015P   exp. 06/30/2015      VASOTEC 10MG TAB 90CT   12M017P   exp. 11/30/2014    VASOTEC 10MG TAB 1000CT   12L105P   exp. 11/30/2014      VASOTEC 10MG TAB 30CT   12M016P   exp. 11/30/2014      VASOTEC 10MG TAB 30CT  13G013P   exp. 06/30/2015    VASOTEC 10MG TAB 30CT  13J081P  exp. 9/30/2015    VASOTEC 10MG TAB 90CT 12M025P   exp. 11/30/2014    VASOTEC 10MG TAB 90CT  13J082P   exp. 0/2015    VASOTEC 10MG TAB 90CT  13J085P   exp. 0/2015    VASOTEC 10MG TAB 90CT  13J094P   exp. 09/30/2015    VASOTEC 10MG TAB 1000CT  13J098P   exp. 09/30/2015    VASOTEC 10MG TAB 1000CT  13G011P   exp. 06/30/2015    VASOTEC 10MG TAB 1000CT  13J097P   exp. 09/30/2015    VASOTEC 20MG TAB 30CT   12J017P   exp. 5/31/2014    VASOTEC 20MG TAB 30CT   13C016P   exp. 2/28/2015    VASOTEC 20MG TAB 30CT  13E003P   exp. 02/28/2015    VASOTEC 20MG TAB 30CT  13L068P   exp. 09/30/2015    VASOTEC 20MG TAB 90CT  13J086P   exp. 09/30/2015    VASOTEC 20MG TAB 90CT  13J087P   exp. 09/30/2015      VASOTEC 20MG TAB 90CT   12M029P   exp. 11/30/2014    VASOTEC 20MG TAB 90CT   12M030P   exp. 11/30/2014    VASOTEC 20MG TAB 1000CT   12J023P   exp. 5/31/2014    VASOTEC 20MG TAB 1000CT  12L108P   exp. 11/30/2014    VASOTEC 20MG TAB 1000CT  13C088P   exp. 02/28/2015    VASOTEC 20MG TAB 1000CT  13J099P   exp. 09/30/2015    VASOTEC 20MG TAB 1000CT  13M054P   exp. 09/30/2015    VASOTEC 20MG TAB 1000CT  13M055P   exp. 12/31/2015    VASOTEC 20MG TAB 1000CT  14B054P   exp. 12/31/2015,20141010,Nationwide,NJ,"Vasotec (enalapril maleate) tablets, RX only, Manufactured by Valeant Pharmaceuticals International, Inc., Steinbach, MD R5G 1Z7 Canada    2.5 mg  90 ct -  NDC 0187-0140-90    5 mg 30 ct - NDC  0187-0141-30    5 mg 90 ct - NDC 0187-0141-90    10 mg 30 ct - NDC 0187-0142-30    10 mg 90 ct - NDC 0187-0142-90    10 mg  1000 ct - NDC 0187-0142-10      20 mg 30 ct - NDC 0187-0143-30    20 mg 90 ct - NDC 0187-0143-90     20 mg 1000 ct - NDC 0187-0143-10          NDC #'s 64455-140, 64455-141, 64455-142 and 64455-143, 30 ct. bottles, 90 ct. bottles and 1000 ct. bottles",20141022,Class III,Valeant Pharmaceuticals North America LLC,D-0019-2015,Letter,68572,20150804,,20140521,08807,Voluntary: Firm initiated,Terminated,,,,,'NDA018998','VASOTEC','ENALAPRIL MALEATE','Bausch Health US LLC',"'0187-0140', '0187-0141', '0187-0142', '0187-0143'",'ORAL','ENALAPRIL MALEATE',"'858804', '858806', '858810', '858812', '858813', '858815', '858817', '858819'",'18a458cc-976a-4019-bd85-18f55a224f45','39631f1f-5d19-43c1-b504-bf56d991ed97',"'0187-0140-30', '0187-0140-90', '0187-0141-30', '0187-0141-90', '0187-0141-10', '0187-0142-30', '0187-0142-90', '0187-0142-10', '0187-0143-30', '0187-0143-90', '0187-0143-10'",True,nan,nan,nan,'9O25354EPJ'
United States,Hauppauge,"Suite # 401, 4th Floor",CGMP Deviations: Various strengths of ibuprofen tablets/caplets are being recalled due to complaints of odor related to CGMP deficiencies.,"Room No. 430, 150 Motor Parkway","52,549,000 tablets","Lot #: Lot #: HM6067, HM6068, HM6069, HM6070, HM6072, HM6072, HM6073, HM6074, HM6075, HM6076, HM6077, HM6078, HM6079, HM6080, HM6081, HM6082, HM6083, HM6084, HM6085, HM6086, HM6087, HM6088, HM6089, HM6090, HM6091, HM6092, HM6093, HM6094, HM6095, HM6096, Exp 02/18; HM6097, HM6098, HM6099, Exp 03/18; HM6100, HM6101, HM6102, HM6103, HM6104, HM6105, HM6106, HM6107, HM6108, HM6109, HM6110, HM6111, HM6112, HM6113, HM6114, HM6115, HM6116, HM6117, HM6118, HM6119, HM6120, HM6121, HM6122, HM6123, HM6124, HM6125, HM6126, HM6127, HM6128, HM6129, HM6130, HM6131, HM6132, Exp 08/18; HM6133, HM6134, HM6135, HM6136, HM6137, HM6128, HM6139; Exp 09/18",20180124,Distributed to repackaging firms in NY who then distributed Nationwide in the USA.,NY,"Ibuprofen Tablets, USP 800 mg, 6 x 1900 Tablets bulk packed in double polybag shipper packs for further packaging, Rx only, Manufactured by: Marksans Pharma Ltd., Plot No. L-82, L-83, Verna Indl. Estate, Verna, Goa - 403 722, India, NDC 25000-123-27.",20180131,Class II,Marksans Pharma Inc.,D-0240-2018,Letter,78822,20200526,,20180109,11788,Voluntary: Firm initiated,Terminated,"['Anti-Inflammatory Agents, Non-Steroidal [CS]']",['Cyclooxygenase Inhibitors [MoA]'],,,'ANDA090796','IBUPROFEN','IBUPROFEN','MARKSANS PHARMA LIMITED',"'25000-121', '25000-122', '25000-123'",'ORAL','IBUPROFEN',"'197805', '197806', '197807'",'a838f8d6-e1db-481a-8fd5-0731bda8f675','e54209c2-f726-440b-ac60-5a72710d2a9b',"'25000-121-03', '25000-121-12', '25000-121-19', '25000-121-29', '25000-121-98', '25000-121-93', '25000-122-03', '25000-122-12', '25000-122-18', '25000-122-28', '25000-122-98', '25000-122-93', '25000-123-03', '25000-123-12', '25000-123-17', '25000-123-27', '25000-123-98', '25000-123-93'",True,"'0325000122126', '0325000123123', '0325000121129'","'N0000000160', 'M0001335', 'N0000175722'",'Nonsteroidal Anti-inflammatory Drug EPC','WK2XYI10QM'
United States,Bristol,501 5th Street,Subpotent Drug: The products were below specification for potency at the expiry stability point.,,"33,227 bottles","Lot # a) 64301, Exp. 4/13 and 65628, Exp. 7/13; b) 64300, Exp. 4/13 and 65765, Exp. 7/13",20130520,Nationwide and Puerto Rico,TN,"Levoxyl (levothyroxine sodium) tablets, USP, 200 mcg, packaged in a) 100-count bottles (NDC 60793-860-01) and b) 1000-count bottles (NDC 60793-860-10), Rx only, Manufactured and Distributed by:  King Pharmaceuticals, Inc., Bristol, TN  37620",20130529,Class II,"King Legacy, a wholly owned subsidiary of Pfizer",D-431-2013,Letter,65172,20160630,,20130430,37620-2304,Voluntary: Firm Initiated,Terminated,,,,,'NDA021301','LEVOXYL','LEVOTHYROXINE SODIUM','Pfizer Laboratories Div Pfizer Inc',"'60793-850', '60793-851', '60793-852', '60793-853', '60793-854', '60793-855', '60793-856', '60793-857', '60793-858', '60793-859', '60793-860'",'ORAL','LEVOTHYROXINE SODIUM',"'892246', '892251', '966157', '966164', '966170', '966175', '966184', '966190', '966194', '966200', '966204', '966211', '966220', '966221', '966222', '966224', '966225', '966248', '966249', '966253', '966270', '966283'",'e230c170-2a16-47d0-bce7-ac0414c192f7','758588c3-c63e-491b-0aa2-4f50d80cb174',"'60793-850-10', '60793-850-01', '60793-851-10', '60793-851-01', '60793-852-10', '60793-852-01', '60793-853-10', '60793-853-01', '60793-854-10', '60793-854-01', '60793-855-10', '60793-855-01', '60793-856-10', '60793-856-01', '60793-857-10', '60793-857-01', '60793-858-10', '60793-858-01', '60793-859-10', '60793-859-01', '60793-860-10', '60793-860-01'",True,"'0360793856018', '0360793850016', '0360793852010', '0360793851013', '0360793857015', '0360793853017', '0360793854014', '0360793858012', '0360793855011', '0360793859019', '0360793860015'",nan,nan,'9J765S329G'
United States,New York,235 E 42nd St,"Defective Container: products potentially could have been packaged in defective bottles, with a notched rim, that could cause inadequate foil sealing resulting in lack of moisture protection.",,141 bottles,"Lot #: CY0937, Exp 12/2021",20200213,Nationwide in the USA.,NY,"Caduet (amlodipine besylate/atorvastatin calcium) Tablets, 10 mg/20 mg*, 30-count bottle, Rx only, Distributed by: Pfizer Labs, Division of Pfizer Inc. NY, NY 10017, Made in Germany, NDC 0069-2180-30.",20200219,Class II,Pfizer Inc.,D-0841-2020,Letter,84860,20210308,,20200205,10017-5703,Voluntary: Firm initiated,Terminated,,,,,'NDA021540','CADUET','AMLODIPINE BESYLATE AND ATORVASTATIN CALCIUM','Pfizer Laboratories Div Pfizer Inc',"'0069-2150', '0069-2960', '0069-2970', '0069-2980', '0069-2170', '0069-2190', '0069-2260', '0069-2160', '0069-2180', '0069-2250', '0069-2270'",'ORAL',"'AMLODIPINE BESYLATE', 'ATORVASTATIN CALCIUM TRIHYDRATE'",nan,'3d5d43cd-1ae9-4eb2-8351-cde522a3d397','6f1a9bd8-ee30-4c7d-932f-3fa8c4e087b6',"'0069-2960-30', '0069-2970-30', '0069-2980-30', '0069-2150-30', '0069-2170-30', '0069-2190-30', '0069-2260-30', '0069-2160-30', '0069-2180-30', '0069-2250-30', '0069-2270-30'",True,"'0300692960300', '0300692970309', '0300692170303', '0300692160304', '0300692260301', '0300692150305', '0300692190301', '0300692250302', '0300692270300'",nan,nan,"'48A5M73Z4Q', '864V2Q084H'"
United States,Salisbury,207 Kiley Dr,Presence of Foreign Substance: Presence of a foreign object in a single tablet.,,"1,824 bottles","Lot #: NT119005A, Exp 07/2021",20191206,Nationwide in the USA.,MD,"Amantadine Hydrochloride Tablets, 100 mg, 100-count bottle, Rx only, Manufactured by: Jubilant Generics Ltd., Roorkee-247661, India; Marketed by: Jubilant Cadista Pharmaceuticals Inc., Salisbury, MD 21801, USA; NDC 59746-699-01.",20191218,Class II,"Jubilant Cadista Pharmaceuticals, Inc.",D-0576-2020,Letter,84396,,,20191202,21801-2249,Voluntary: Firm initiated,Ongoing,,,,,'ANDA210403','AMANTADINE HYDROCHLORIDE','AMANTADINE HYDROCHLORIDE','Jubilant Cadista Pharmaceuticals Inc.','59746-699','ORAL','AMANTADINE HYDROCHLORIDE','849395','8743abcd-9667-46e1-b60c-997b6f4238f2','132aa4fd-1880-4165-2b72-fe650b1c7856',"'59746-699-30', '59746-699-01', '59746-699-05'",True,'0359746699017',nan,nan,'M6Q1EO9TD0'
United States,New York,235 East 42nd Street,Chemical contamination: emission of strong odor after package was opened.,,37809 bottles,"Lot # a)  66369B, Exp. 10/13; 66679B, Exp. 11/13; 66850B, Exp. 12/13; b) 66676B, 66732B, Exp. 12/13; 67136B, Exp. 03/14",20130418,Nationwide and PR,NY,"Levoxyl (levothyroxine sodium) tablets, USP 75 mcg,  packaged in a) 100-count bottles (NDC 60793-852-01) and b) 1000-count bottles ( NDC 60793-852-10 ) Rx only, Manufactured and Distributed by:  King Pharmaceuticals, Inc., Bristol, TN  37620.",20130424,Class II,Pfizer Inc.,D-253-2013,Letter,64835,,,20130328,10017-5703,Voluntary: Firm initiated,Ongoing,,,,,'NDA021301','LEVOXYL','LEVOTHYROXINE SODIUM','Pfizer Laboratories Div Pfizer Inc',"'60793-850', '60793-851', '60793-852', '60793-853', '60793-854', '60793-855', '60793-856', '60793-857', '60793-858', '60793-859', '60793-860'",'ORAL','LEVOTHYROXINE SODIUM',"'892246', '892251', '966157', '966164', '966170', '966175', '966184', '966190', '966194', '966200', '966204', '966211', '966220', '966221', '966222', '966224', '966225', '966248', '966249', '966253', '966270', '966283'",'e230c170-2a16-47d0-bce7-ac0414c192f7','758588c3-c63e-491b-0aa2-4f50d80cb174',"'60793-850-10', '60793-850-01', '60793-851-10', '60793-851-01', '60793-852-10', '60793-852-01', '60793-853-10', '60793-853-01', '60793-854-10', '60793-854-01', '60793-855-10', '60793-855-01', '60793-856-10', '60793-856-01', '60793-857-10', '60793-857-01', '60793-858-10', '60793-858-01', '60793-859-10', '60793-859-01', '60793-860-10', '60793-860-01'",True,"'0360793856018', '0360793850016', '0360793852010', '0360793851013', '0360793857015', '0360793853017', '0360793854014', '0360793858012', '0360793855011', '0360793859019', '0360793860015'",nan,nan,'9J765S329G'
United States,Saint Louis,4041 Forest Park Ave,Non-Sterility: one or more components of the kit have been found to be contaminated with yeast.,,83 boxes,"Lot #: M086920 and M098260, Exp. 08/2013",20130719,Nationwide and Military and Government Consignees,MO,"Mitosol (mitomycin for solution), 0.2 mg/vial, Kit for Ophthalmic Use (NDC 49771-002-01), 3 kits per box (NDC 49771-002-03), Rx only, Manufactured for: Mobius Therapeutics, LLC, 4041 Forest Park Avenue, St. Louis, MO  63108 USA.",20130731,Class I,Mobius Therapeutics LLC,D-809-2013,Telephone,64018,20130729,,20130103,63108-3213,Voluntary: Firm initiated,Terminated,,,,,'NDA022572','MITOSOL','MITOMYCIN','Mobius Therapeutics LLC','49771-002',nan,nan,"'1244553', '1244558'",'c6a6ba20-293d-4663-a3ec-9a20cf78bf59','244002c6-c61d-43fe-9326-072797113979',"'49771-002-01', '49771-002-03'",True,nan,nan,nan,nan
United States,Columbus,2550 John Glenn Ave Ste A,Failed Dissolution Specifications: The firm was notified that there was a dissolution out of specification result on the 6 month stability samples.,,"a) 15,409 bottles b) 5,128 bottles","Lot #: a)  M601509, Exp 3/31/2018; M606506, Exp 4/30/2018; b) M601510, Exp 3/31/2018;  M604444, Exp 4/30/2018; M606515, Exp 4/30/2018.",20161116,Nationwide and Puerto Rico,OH,"Bupropion Hydrochloride Extended-Release Tablets, USP  (XL), 300 mg, a) 90-count bottle (NDC 68001-264-05),  b) 500-count bottle (NDC 68001-264-03) , Rx only, Manufactured by: Cadila Healthcare Limited, Ahmedabad, India  For BluePoint Laboratories",20161123,Class III,Amerisource Health Services,D-0137-2017,Letter,75581,20170629,,20161027,43217-1188,Voluntary: Firm initiated,Terminated,,,,,'ANDA201567','BUPROPION','BUPROPION','BluePoint Laboratories','68001-264','ORAL','BUPROPION HYDROCHLORIDE','993557','688cfb04-0f6b-4e42-be01-b0e4c33b1402','1622e085-a565-4b48-89d5-2fb06a032b75',"'68001-264-04', '68001-264-05', '68001-264-03'",True,'0368001264044',nan,nan,'ZG7E5POY8O'
United States,Princeton,506 Carnegie Ctr Ste 400,Failed Impurities/Degradation Specifications:Out of specification result for a known impurity obtained during testing.,,,"Lot #:  EN0389, EP0473, Exp. 8/2016 ; FA4834, FN2602, Exp. 2/2017; FW3646 , Exp.11/2017",20160620,Nationwide,NJ,"Dicloxacillin Sodium Capsules USP, 500mg, Rx Only, 100 Capsule bottle, Manufactured in Austria by Sandoz Gmbh, Distributed by Sandoz  Inc. , Princeton, NJ 08540, Product of Spain, NDC 0781-2258-01",20160629,Class III,"Sandoz, Inc",D-1046-2016,Letter,74068,20170817,,20160502,08540-6243,Voluntary: Firm initiated,Terminated,,,,,'ANDA061454','DICLOXACILLIN SODIUM','DICLOXACILLIN SODIUM','Sandoz Inc',"'0781-2248', '0781-2258'",'ORAL','DICLOXACILLIN SODIUM',"'197595', '197596'",'040ad2d4-da0b-43bc-bb30-3a4b64245c90','65c3e99b-ec77-416c-ad70-596d6f0a9c31',"'0781-2248-01', '0781-2258-01'",True,"'0307812258019', '0307812248010'",nan,nan,'4HZT2V9KX0'
United States,Parsippany,400 Interpace Pkwy,Lack of Assurance of Sterility: manufacturing areas for the recalled products exceeded acceptance levels for microbial recovery leading to a lack of sterility assurance for these sterile injectable products.,,50 vials,"Lot # 31326582B, exp. date 02/2022;  Lot # 31326964B, exp. date 04/2022",20210221,Product was distributed nationwide in the USA and Puerto Rico.,NJ,"Dacarbazine for Injection USP, 200 mg, Single Use Vial (NDC 0703-5075-01), packaged in 10X20 ML Single Use Vials per tray (NDC 0703-5075-03); Rx only, TEVA Pharmaceuticals USA, INC., North Wales, PA  19454.",20210303,Class II,Teva Pharmaceuticals USA,D-0271-2021,Letter,87298,,,20210210,07054-1120,Voluntary: Firm initiated,Ongoing,,['Alkylating Activity [MoA]'],,,'ANDA075259','DACARBAZINE','DACARBAZINE',"'Teva Parenteral Medicines, Inc.'",'0703-5075','INTRAVENOUS','DACARBAZINE','1731338','83fa961b-7275-4e85-9047-e956c63316da','26e91082-7698-4680-beab-07c47802f0f9',"'0703-5075-01', '0703-5075-03'",True,'0307035075011',"'N0000000236', 'N0000175558'",'Alkylating Drug EPC','7GR28W0FJI'
United States,Oklahoma City,727 N Ann Arbor Ave,Failed Impurities/Degradation Specifications:Out of specification results for individual unknown impurities at 30th month Room Temperature Retained Sample stabilities test .,,3440 bottles,"Lots: a) H15E22, Exp. 8/31/17; J15E02, Exp. 10/31/17. b) J15A53, Exp. 10/31/17; D16C78, Exp.12/31/17; c)J15D54, Exp. 10/31/17; d)H15B60, Exp. 8/31/17; e) J15A49, Exp. 10/31/17; C16A14, Exp. 12/31/17.",20170823,Nationwide.,OK,"Phentermine Capsules, 15 mg,  a) 7-count bottle (NDC 55289-791-07), b) 14-count bottle ( NDC 55289-791-14), c) 21-count bottle (NDC 55289-791-21), d) 30-count bottle (NDC 55289-791-30), e) 60-count bottle (NDC 55289-791-60), Packaged by PD-Rx Pharmaceuticals, Incorporated, Oklahoma City, OK. 73127 Mfg: KVK-Tech, Inc. Newtown, PA 18940",20170830,Class III,"PD-Rx Pharmaceuticals, Inc.",D-1118-2017,Letter,77915,20200129,,20170811,73127-5822,Voluntary: Firm initiated,Terminated,,,,['10702-026'],'ANDA040886','PHENTERMINE HYDROCHLORIDE','PHENTERMINE HYDROCHLORIDE',"'PD-Rx Pharmaceuticals, Inc.'",'55289-791','ORAL','PHENTERMINE HYDROCHLORIDE','968766','adb95e34-aeaf-2f78-e053-2995a90a643a','4000c00f-aa6c-4ea5-af0e-149dde3c74db',"'55289-791-07', '55289-791-14', '55289-791-15', '55289-791-21', '55289-791-28', '55289-791-30', '55289-791-60'",nan,'0355289791140',nan,nan,'0K2I505OTV'
